index,Price,PricePerM2,Area,floor,Number of floors,Room count,Built year,Heating,Equipment,NearestKindergarten,NearestEducational,NearestShop,NearestStop,CrimeRate,City,District,href
101,140000,3929,35.63,5,5,2,2008-01-01,Central thermostat,Fully equipped,1.6,1.9,1.3,,0,Palanga,Palanga,https://en.aruodas.lt/butai-palangoje-vanagupes-g-palangoje-vanagupes-g-parduodamas-jaukus-2-1-3225030/
102,120000,2609,46.0,1,4,2,1969-01-01,Central thermostat,Fully equipped,0.04,0.47,0.13,,0,Palanga,Palanga,https://en.aruodas.lt/butai-palangoje-kastycio-g-palangos-centras-renovuotas-namas-1-3266126/
103,59500,3561,16.71,2,3,1,1968-01-01,Electric,Fully equipped,0.49,0.19,0.16,0.99,3,Palanga,Palanga,https://en.aruodas.lt/butai-palangoje-j-biliuno-g-palangos-centrineje-miesto-dalyje-parduodamas-1-3269740/
104,135000,2877,46.93,4,4,2,2007-01-01,Central thermostat,Fully equipped,1.6,1.8,1.2,,0,Palanga,Palanga,https://en.aruodas.lt/butai-palangoje-vytauto-g-pilnai-irengtas-2-kamb-butas-palangoje-1-3269540/
105,120000,2967,40.44,1,2,2,2022-01-01,Aerothermal,Partial decoration,5.1,5.3,1.2,0.94,0,Palanga,Palanga,https://en.aruodas.lt/butai-palangoje-vaivorykstes-g-2-ir-3-kambariu-butai-vaivorykstes-g-1-3170908/
106,155000,4697,33.0,1,1,3,2018-01-01,Gas,Fully equipped,2.8,3.0,1.4,,0,Palanga,Palanga,https://en.aruodas.lt/butai-palangoje-kontininku-g-3-kambariu-butas-su-lauko-terasa-projekte-1-3264106/
107,143900,4596,31.31,4,5,2,2015-01-01,Central thermostat,Fully equipped,0.62,0.48,0.48,,1,Palanga,Palanga,https://en.aruodas.lt/butai-palangoje-ziogu-g-ieskantiems-namu-su-amzinai-zaliuojanciu-1-3256726/
108,132000,3300,40.0,1,2,2,2016-01-01,Electric,Fully equipped,4.4,4.5,0.73,,0,Palanga,Palanga,https://en.aruodas.lt/butai-palangoje-paliepgiriu-kel-parduodami-apartamentai-kunigiskese-su-1-3187772/
109,199000,4422,45.0,3,3,2,2022-01-01,Electric,Fully equipped,4.3,4.5,0.53,,0,Palanga,Palanga,https://en.aruodas.lt/butai-palangoje-vaivorykstes-g-pajurio-namai-kunigiskese-kvepiantys-1-3265134/
110,169000,2678,63.1,4,8,2,2020-01-01,Gas,Fully equipped,1.1,1.3,0.06,,0,Palanga,Palanga,https://en.aruodas.lt/butai-palangoje-mokyklos-g-jura-pro-langus-raibuliuoja-horizonte-1-3241220/
111,149600,2194,68.2,2,2,3,1920-01-01,Central,Fully equipped,0.59,0.26,0.1,0.73,5,Palanga,Palanga,https://en.aruodas.lt/butai-palangoje-kretingos-g-paciame-miesto-centre-salia-senosios-1-3269648/
112,117000,3656,32.0,2,3,2,2021-01-01,Other,Fully equipped,5.6,5.7,1.6,0.75,0,Palanga,Palanga,https://en.aruodas.lt/butai-palangoje-vaivorykstes-g-parduodamas-pilnai-isbaigtas-jaukus-butas-1-3269816/
113,145000,4028,36.0,3,3,3,2021-01-01,Electric,Fully equipped,2.8,3.0,1.3,,0,Palanga,Palanga,https://en.aruodas.lt/butai-palangoje-kontininku-g-prie-misko-ramioje-vietoje-su-patogiu-1-3269808/
114,165000,2661,62.0,2,3,3,1965-01-01,"Electric, gas, solid fuel, sun energy",Fully equipped,0.28,0.41,0.17,,0,Palanga,Palanga,https://en.aruodas.lt/butai-palangoje-maironio-g-butas-8-butu-name-su-nuosava-uzdara-1-3269248/
115,240000,4800,50.0,1,2,3,2022-01-01,Gas,Fully equipped,3.4,3.6,0.74,,0,Palanga,Palanga,https://en.aruodas.lt/butai-palangoje-knygnesiu-g-isskirtinis-visiskai-naujas-bustas-1-3249203/
116,99999,3906,25.6,1,2,2,1975-01-01,Electric,Fully equipped,0.52,0.2,0.26,0.3,5,Palanga,Palanga,https://en.aruodas.lt/butai-palangoje-dzuku-g-parduodamas-2-kambariu-butas-per-du-aukstus-1-3268780/
117,67500,4821,14.0,4,4,1,2019-01-01,Electric,Fully equipped,0.35,0.46,0.08,0.84,3,Palanga,Palanga,https://en.aruodas.lt/butai-palangoje-palangoje-maluno-g-super-mini-loftas-su-sildomu-baseinu-1-3267950/
118,210000,3535,59.41,3,3,2,2006-01-01,Gas,Fully equipped,1.6,1.8,1.2,,0,Palanga,Palanga,https://en.aruodas.lt/butai-palangoje-palangoje-vanagupes-g-gera-kaina-2-ju-kambariu-butas-palangoje-1-3172874/
119,96000,1885,50.94,2,4,2,1995-01-01,Electric,Fully equipped,0.53,0.78,0.3,0.32,1,Palanga,Palanga,https://en.aruodas.lt/butai-palangoje-vasaros-g-parduodamas-2-ju-kambariu-butas-vasaros-g-1-3237876/
120,225000,2473,91.0,4,4,3,2000-01-01,Electric,Fully equipped,0.4,0.14,0.51,0.92,0,Palanga,Palanga,https://en.aruodas.lt/butai-palangoje-plytu-g-pietvakariu-puse-juros-link-mini-buto-1-3156717/
121,145000,2291,63.3,4,4,4,1991-01-01,Central,Fully equipped,0.38,0.26,0.1,0.76,5,Palanga,Palanga,https://en.aruodas.lt/butai-palangoje-jurates-g-parduodamas-butas-palangos-centre-bute-yra-1-3248233/
122,339000,6308,53.74,1,3,3,2022-01-01,Gas,Fully equipped,0.44,0.56,0.12,0.84,2,Palanga,Palanga,https://en.aruodas.lt/butai-palangoje-vytauto-g-parduodami-apartamentai-su-pilna-apdaila-1-3237844/
123,220000,5789,38.0,1,2,2,2018-01-01,Gas,Fully equipped,3.3,3.5,0.82,,0,Palanga,Palanga,https://en.aruodas.lt/butai-palangoje-genio-g-skoningai-irengtas-38-kvm-butas-su-145-kv-1-3243557/
124,135000,3068,44.0,1,1,2,1968-01-01,Central thermostat,Fully equipped,0.06,0.48,0.17,,0,Palanga,Palanga,https://en.aruodas.lt/butai-palangoje-kastycio-g-parduodamas-2-ju-kambariu-butas-palangos-1-3239416/
125,135000,3462,39.0,2,3,2,2021-01-01,"Electric, other",Fully equipped,5.6,5.7,1.6,0.75,0,Palanga,Palanga,https://en.aruodas.lt/butai-palangoje-vaivorykstes-g-parduodami-2-kambariu-poilsio-paskirties-1-3184502/
126,125000,4032,31.0,1,3,2,2021-01-01,"Electric, aerothermal",Fully equipped,5.6,5.7,1.6,0.75,0,Palanga,Palanga,https://en.aruodas.lt/butai-palangoje-vaivorykstes-g-parduodamas-irengtas-butas-su-terasa-projekte-1-3232420/
127,264900,3784,70.0,2,2,3,2015-01-01,Gas,Fully equipped,0.31,0.51,0.31,0.32,2,Palanga,Palanga,https://en.aruodas.lt/butai-palangoje-kapsu-g-parduodu-kotedza-senojoje-palangoje-su-1-3263896/
128,195000,4875,40.0,1,3,2,1990-01-01,Central thermostat,Fully equipped,0.47,0.35,0.12,0.68,5,Palanga,Palanga,https://en.aruodas.lt/butai-palangoje-vasario-16-osios-g-palangos-centre-parduodamas-siltas-jaukus-1-3264532/
129,385000,4099,93.93,2,4,4,1980-01-01,"Electric, solid fuel",Fully equipped,0.4,0.14,0.51,0.92,0,Palanga,Palanga,https://en.aruodas.lt/butai-palangoje-plytu-g-parduodamas-keturiu-kambariu-butas-1-3264068/
130,120000,2667,45.0,2,2,3,2018-01-01,Gas,Fully equipped,3.9,4.1,0.61,,0,Palanga,Palanga,https://en.aruodas.lt/butai-palangoje-vaivorykstes-g-parduodamas-3-kambariu-gerai-irengtas-butas-1-3224712/
131,73600,3601,20.44,4,5,1,2007-01-01,Central thermostat,Fully equipped,0.5,0.2,0.05,0.54,5,Palanga,Palanga,https://en.aruodas.lt/butai-palangoje-plytu-g-palangos-centre-plytu-gatve-9-parduodamas-1-3232414/
132,81100,3601,22.52,3,5,1,2007-01-01,Central thermostat,Fully equipped,0.5,0.2,0.05,0.54,5,Palanga,Palanga,https://en.aruodas.lt/butai-palangoje-plytu-g-palangos-centre-plytu-gatve-9-parduodamas-1-3232408/
133,73600,3601,20.44,3,5,1,2007-01-01,"Central, central thermostat",Fully equipped,0.5,0.2,0.05,0.54,5,Palanga,Palanga,https://en.aruodas.lt/butai-palangoje-plytu-g-palangos-centre-plytu-gatve-9-parduodamas-1-3232384/
134,143000,1592,89.85,3,3,4,1992-01-01,Central,Fully equipped,0.31,0.24,0.49,0.94,2,Palanga,Palanga,https://en.aruodas.lt/butai-palangoje-palangoje-bangu-g-parduodamas-butas-palangoje-du-erdvus-1-3241814/
135,220000,3235,68.0,4,4,3,2013-01-01,Gas,Fully equipped,0.31,0.37,0.17,0.79,5,Palanga,Palanga,https://en.aruodas.lt/butai-palangoje-palangoje-ganyklu-g-parduodamas-pilnai-irengtas-butas-palangos-1-3262544/
136,289000,5780,50.0,3,3,3,2022-01-01,Gas,Fully equipped,1.6,1.8,1.3,,0,Palanga,Palanga,https://en.aruodas.lt/butai-palangoje-vanagupes-g-prabangus-ir-issskirtinis-projektas-1-3262238/
137,85000,2756,30.84,1,2,1,2022-01-01,Other,Partial decoration,3.0,3.2,2.2,,0,Palanga,Palanga,https://en.aruodas.lt/butai-palangoje-ziemgalos-g-parduodami-butai-gyenamajame-name-monciskes-1-3262174/
138,290000,2500,116.0,3,3,4,2000-01-01,Gas,Fully equipped,0.24,0.65,0.19,0.77,0,Palanga,Palanga,https://en.aruodas.lt/butai-palangoje-medziotoju-g-palangojenetoli-parko-be-tarpininku-1-3261996/
139,85000,3978,21.37,4,4,1,1983-01-01,Central,Fully equipped,0.6,0.67,0.28,,0,Palanga,Palanga,https://en.aruodas.lt/butai-palangoje-j-simpsono-g-parduodami-jaukus-kompaktiski-apartamentai-1-3261906/
140,455000,5549,82.0,1,2,3,1994-01-01,Other,Fully equipped,0.19,0.24,0.2,,1,Palanga,Palanga,https://en.aruodas.lt/butai-palangoje-vytauto-g-parduodamas-erdvus-82-kvm-butas-ramioje-1-3261830/
141,167000,2782,60.03,5,7,2,2010-01-01,"Central thermostat, other",Fully equipped,1.1,1.3,0.14,,0,Palanga,Palanga,https://en.aruodas.lt/butai-palangoje-mokyklos-g-2-kambariu-butas-mokyklos-gsventojoje-1-3261802/
142,82000,3280,25.0,1,4,1,2012-01-01,"Central thermostat, other",Fully equipped,0.89,1.1,0.63,,0,Palanga,Palanga,https://en.aruodas.lt/butai-palangoje-karklu-g-parduodamas-demesio-vertas-butas-palangoje-1-3259620/
143,133900,3031,44.18,1,3,3,2022-01-01,Geothermal,Fully equipped,0.45,0.34,0.56,,2,Palanga,Palanga,https://en.aruodas.lt/butai-palangoje-bangu-g-butas-su-65-kv-metru-terasa-i-miskelio-puse-1-3261116/
144,29000,1888,15.36,1,1,1,1985-01-01,Other,Partial decoration,0.77,0.7,0.94,,2,Palanga,Palanga,https://en.aruodas.lt/butai-palangoje-medvalakio-g-pristatome-nauja-pajurio-projekta-palangos-1-3270310/
145,44000,1913,23.0,1,1,2,1985-01-01,Other,Partial decoration,0.77,0.7,0.94,,2,Palanga,Palanga,https://en.aruodas.lt/butai-palangoje-medvalakio-g-pristatome-nauja-pajurio-projekta-palangos-1-3270298/
146,99999,3333,30.0,2,3,2,1995-01-01,"Electric, gas, other",Fully equipped,0.28,0.41,0.17,,0,Palanga,Palanga,https://en.aruodas.lt/butai-palangoje-maironio-g-5-butai-8-butu-name-su-nuosava-uzdara-1-3269194/
147,120000,3282,36.56,2,3,2,2022-01-01,Electric,Fully equipped,5.6,5.7,1.6,0.75,0,Palanga,Palanga,https://en.aruodas.lt/butai-palangoje-vaivorykstes-g-pilnai-irengtas-2-kambariu-butas-ramioje-1-3171686/
148,137000,3513,39.0,1,1,3,2021-01-01,"Electric, aerothermal",Fully equipped,4.9,5.0,1.0,,0,Palanga,Palanga,https://en.aruodas.lt/butai-palangoje-aido-tak-butas-poilsiui-ir-sielos-atgaivai-kunigiskese-1-3258584/
149,109000,4739,23.0,1,3,1,2017-01-01,Electric,Fully equipped,0.3,0.51,0.13,0.86,3,Palanga,Palanga,https://en.aruodas.lt/butai-palangoje-maluno-g-butas-pirmame-aukste-turi-privacia-terasa-1-3257334/
150,170000,4250,40.0,1,2,2,2020-01-01,Electric,Fully equipped,5.1,5.3,1.1,,0,Palanga,Palanga,https://en.aruodas.lt/butai-palangoje-vaivorykstes-g-galima-pagalba-gauti-paskola-parduodamas-1-3266816/
151,112255,1990,56.41,1,4,2,1978-01-01,Central,Fully equipped,0.35,0.75,0.09,,0,Palanga,Palanga,https://en.aruodas.lt/butai-palangoje-palangoje-ganyklu-g-butas-parduodamas-su-baldais-ir-buitine-1-3178942/
152,57000,1341,42.49,1,5,2,1977-01-01,Electric,Fully equipped,0.12,0.24,0.24,0.29,5,Palanga,Palanga,https://en.aruodas.lt/butai-palangoje-klaipedos-pl-parduodamas-15-kambariu-butas-palangoje-1-3053487/
153,75000,3750,20.0,4,4,1,2000-01-01,Gas,Fully equipped,0.62,0.21,0.33,,1,Palanga,Palanga,https://en.aruodas.lt/butai-palangoje-s-neries-g-kaina-derinama-skambinti-nr-37060279876-1-3071165/
154,192000,3875,49.55,1,9,2,2014-01-01,Central,Fully equipped,0.73,0.62,0.36,,0,Palanga,Palanga,https://en.aruodas.lt/butai-palangoje-s-daukanto-g-bunant-paciame-palangos-centre-nusikelkite-i-1-3256004/
155,149000,2058,72.41,3,5,2,2014-01-01,Central,Fully equipped,0.44,0.44,0.69,,2,Palanga,Palanga,https://en.aruodas.lt/butai-palangoje-medvalakio-g-ramioje-palangos-dalyje-parduodamas-jaukus-ir-1-3255506/
156,137000,5269,26.0,2,3,2,2017-01-01,Liquid,Fully equipped,0.46,0.48,0.05,0.79,2,Palanga,Palanga,https://en.aruodas.lt/butai-palangoje-vytauto-g-parduodamas-butas-unikalioje-vietoje-salia-1-3254871/
157,132000,2750,48.0,1,2,2,2009-01-01,Gas,Fully equipped,0.42,0.21,0.01,0.69,5,Palanga,Palanga,https://en.aruodas.lt/butai-palangoje-palangoje-ganyklu-g-butas-centre-parduodamas-jaukus-butas-1-3253799/
158,114500,3271,35.0,1,4,2,2012-01-01,Central thermostat,Fully equipped,0.86,1.1,0.55,,0,Palanga,Palanga,https://en.aruodas.lt/butai-palangoje-palangoje-karklu-g-butas-prestiziniame-palangos-rajone-dvieju-1-3253433/
159,379000,6064,62.5,1,3,2,2008-01-01,Gas,Fully equipped,0.87,0.51,0.44,,1,Palanga,Palanga,https://en.aruodas.lt/butai-palangoje-a-mickeviciaus-g-gyvenamos-patalpos-yra-palangos-centre-salia-1-3253339/
160,130000,2500,52.0,1,4,2,1991-01-01,Central,Fully equipped,0.39,0.35,0.6,,2,Palanga,Palanga,https://en.aruodas.lt/butai-palangoje-medvalakio-g-1-3194792/
161,156000,2426,64.31,3,4,3,1992-01-01,Central,Fully equipped,0.34,0.31,0.56,0.97,2,Palanga,Palanga,https://en.aruodas.lt/butai-palangoje-medvalakio-g-parduodamas-siltas-ir-labai-jaukus-3-kambariu-1-2357025/
162,78000,3965,19.67,2,3,1,2021-01-01,Electric,Fully equipped,5.6,5.7,1.6,0.71,0,Palanga,Palanga,https://en.aruodas.lt/butai-palangoje-palangoje-vaivorykstes-g-studija-quot-mano-jura-2quot-komplekse-1-3252883/
163,125000,1736,72.0,2,4,3,1992-01-01,Central,Fully equipped,0.44,0.36,0.62,,2,Palanga,Palanga,https://en.aruodas.lt/butai-palangoje-palangoje-bangu-g-parduodamas-labai-geros-bukles-butas-1-3014197/
164,189000,3247,58.2,2,7,2,2010-01-01,Central,Fully equipped,1.1,1.3,0.14,,0,Palanga,Palanga,https://en.aruodas.lt/butai-palangoje-mokyklos-g-parduodamas-2-kambariu-butas-mokyklos-g-1-3252167/
165,135000,4994,27.03,3,3,2,2021-01-01,Gas,Fully equipped,4.1,4.3,0.12,,0,Palanga,Palanga,https://en.aruodas.lt/butai-palangoje-palangoje-nendres-g-labai-grazus-ir-jaukus-2-kamb-butukas-prie-1-3037927/
166,117000,3454,33.87,3,5,2,2022-01-01,Central,Partial decoration,1.6,1.8,1.2,,0,Palanga,Palanga,https://en.aruodas.lt/butai-palangoje-vanagupes-g-parduodamas-butas-su-daline-apdaila-naujos-1-3261168/
167,151000,2288,66.0,0,3,2,1995-01-01,Gas,Fully equipped,0.17,0.55,0.49,0.51,0,Palanga,Palanga,https://en.aruodas.lt/butai-palangoje-zemaiciu-g-savininkas-parduoda-naujai-irengtas-patalpas-1-3251489/
168,85000,1585,53.64,2,4,2,1981-01-01,Central,Fully equipped,0.14,0.38,0.15,0.44,1,Palanga,Palanga,https://en.aruodas.lt/butai-palangoje-palangoje-taikos-g-patikslinimas-balkonas-i-kvadratura-1-3085031/
169,85000,2214,38.4,4,4,2,1989-01-01,"Central thermostat, other",Fully equipped,1.9,2.1,1.6,,0,Palanga,Palanga,https://en.aruodas.lt/butai-palangoje-vanagupes-g-skubiai-savininkas-parduoda-puiku-buta-uz-1-3270066/
170,155000,4189,37.0,3,3,2,2019-01-01,Gas,Fully equipped,3.9,4.0,0.43,,0,Palanga,Palanga,https://en.aruodas.lt/butai-palangoje-palangoje-kunigiskiu-g-naujos-statybos-2-ju-kambariu-butas-1-3220162/
171,185000,2937,63.0,2,4,3,2022-01-01,Central thermostat,Partial decoration,0.37,0.22,0.38,0.93,1,Palanga,Palanga,https://en.aruodas.lt/butai-palangoje-ziogu-g-pilnai-irengtas-butas-parduodamas-pilnai-1-3251059/
172,88000,1986,44.32,4,4,2,1990-01-01,Central,Fully equipped,0.43,0.38,0.64,,2,Palanga,Palanga,https://en.aruodas.lt/butai-palangoje-medvalakio-g-praduodamas-2-ju-kambariu-butas-su-baldais-1-3250795/
173,95000,1818,52.26,1,2,2,1936-01-01,Gas,Fully equipped,0.22,0.63,0.28,,0,Palanga,Palanga,https://en.aruodas.lt/butai-palangoje-ganyklu-g-parduodamos-2-kambariu-administracines-1-3204587/
174,149000,2811,53.0,2,2,2,2022-01-01,Gas,Partial decoration,3.4,3.6,0.78,,0,Palanga,Palanga,https://en.aruodas.lt/butai-palangoje-palangoje-genio-g-netoli-nuostabaus-palangos-pusyno-arti-juros-1-3249649/
175,118000,3996,29.53,4,4,2,2022-01-01,Electric,Partial decoration,0.14,0.47,0.06,,0,Palanga,Palanga,https://en.aruodas.lt/butai-palangoje-vytauto-g-itin-aukstos-kokybes-projekte-paciame-1-3237234/
176,120000,3282,36.56,2,3,2,2022-01-01,Electric,Fully equipped,5.6,5.7,1.6,0.75,0,Palanga,Palanga,https://en.aruodas.lt/butai-palangoje-palangoje-vaivorykstes-g-pilnai-irengtas-2-kambariu-butas-ramioje-1-3171688/
177,129900,4811,27.0,2,3,1,1964-01-01,Central thermostat,Fully equipped,0.59,0.31,0.15,0.9,3,Palanga,Palanga,https://en.aruodas.lt/butai-palangoje-vytauto-g-pacioje-palangos-sirdyje-salia-palangos-1-3249149/
178,79000,4134,19.11,1,3,1,2022-01-01,Electric,Fully equipped,5.7,5.8,1.7,0.7,0,Palanga,Palanga,https://en.aruodas.lt/butai-palangoje-vaivorykstes-g-mano-jura-2-projekte-parduodami-pilnai-1-3249115/
179,97200,1870,51.99,2,3,2,1990-01-01,Central,Fully equipped,0.26,0.19,0.45,0.89,2,Palanga,Palanga,https://en.aruodas.lt/butai-palangoje-palangoje-bangu-g-parduodamas-2-kambariu-butas-su-rusiu-1-3209373/
180,255000,7286,35.0,4,5,2,2018-01-01,Central thermostat,Fully equipped,0.56,0.67,0.24,0.0,1,Palanga,Palanga,https://en.aruodas.lt/butai-palangoje-j-simpsono-g-puikus-pasiulymas-palangos-centre-1-3268216/
181,439000,6011,73.03,2,3,3,2022-01-01,Gas,Fully equipped,0.44,0.56,0.12,0.84,2,Palanga,Palanga,https://en.aruodas.lt/butai-palangoje-vytauto-g-visiskai-naujas-projektas-palangoje-vytauto-1-3217592/
182,77000,4053,19.0,1,4,1,1980-01-01,Central,Fully equipped,0.25,0.5,0.04,0.17,2,Palanga,Palanga,https://en.aruodas.lt/butai-palangoje-palangoje-sodu-g-skubiai-parduodamas-butas-butas-studijos-1-3247853/
183,270000,6000,45.0,2,5,2,2007-01-01,Central,Fully equipped,0.67,0.67,0.34,,0,Palanga,Palanga,https://en.aruodas.lt/butai-palangoje-s-daukanto-g-parduodamas-su-baldais-ir-buitine-technika-1-3217154/
184,150000,6000,25.0,1,3,1,2022-01-01,Aerothermal,Fully equipped,0.58,0.24,0.51,,0,Palanga,Palanga,https://en.aruodas.lt/butai-palangoje-smilciu-g-puiki-visiskai-nauja-kokybiskai-irengta-1-3247243/
185,127000,2540,50.0,1,5,2,1992-01-01,Central thermostat,Fully equipped,0.75,1.1,0.37,,0,Palanga,Palanga,https://en.aruodas.lt/butai-palangoje-druskininku-g-namas-renovuotas-2015-metais-ismoketa-1-3222066/
186,179000,2417,74.05,3,5,3,2018-01-01,Central thermostat,Fully equipped,0.59,0.5,0.11,0.14,1,Palanga,Palanga,https://en.aruodas.lt/butai-palangoje-veziu-g-palangoje-veziu-g10-parduodamas-3-k-butas-1-3247151/
187,150000,2250,66.67,1,2,3,2022-01-01,Other,Partial decoration,3.0,3.2,2.2,,0,Palanga,Palanga,https://en.aruodas.lt/butai-palangoje-ziemgalos-g-parduodami-butai-gyenamajame-name-monciskes-1-3257354/
188,62000,2480,25.0,1,4,1,1990-01-01,Central thermostat,Fully equipped,0.61,0.65,0.28,,1,Palanga,Palanga,https://en.aruodas.lt/butai-palangoje-s-daukanto-g-parduodamas-1-kambario-butas-sdaukanto-17-1-3211644/
189,98500,2463,40.0,1,2,2,2022-01-01,Aerothermal,Fully equipped,3.9,4.0,0.75,,0,Palanga,Palanga,https://en.aruodas.lt/butai-palangoje-paliepgiriu-kel-parduodami-40-m2-poilsio-patalpos-butai-su-1-3245493/
190,99500,2488,40.0,2,2,2,2022-01-01,Aerothermal,Fully equipped,3.9,4.0,0.75,,0,Palanga,Palanga,https://en.aruodas.lt/butai-palangoje-paliepgiriu-kel-parduodami-40-m2-poilsio-patalpos-butai-su-1-3245497/
191,116000,3515,33.0,1,2,2,2022-01-01,Gas,Fully equipped,0.6,0.6,0.22,0.24,1,Palanga,Palanga,https://en.aruodas.lt/butai-palangoje-veziu-g-irengtas-2-kambariu-butas-su-terasa-palangos-1-3245883/
192,80000,2667,30.0,3,5,1,1990-01-01,Central thermostat,Fully equipped,1.9,2.1,1.6,,0,Palanga,Palanga,https://en.aruodas.lt/butai-palangoje-vanagupes-g-vanagupes-13-antras-namas-nuo-juros-kelios-1-3245649/
193,125000,1650,75.74,2,3,4,1992-01-01,Central,Fully equipped,0.44,0.36,0.62,,2,Palanga,Palanga,https://en.aruodas.lt/butai-palangoje-bangu-g-parduodamas-suremontuotas-erdvus-1-3245531/
194,130000,3250,40.0,2,12,2,1978-01-01,Central,Fully equipped,1.7,1.9,1.3,,0,Palanga,Palanga,https://en.aruodas.lt/butai-palangoje-palangoje-vytauto-g-tvarkingas-butas-palangoje-lino-komplekse-1-3245129/
195,55000,3056,18.0,2,3,1,2000-01-01,Gas,Fully equipped,0.53,0.17,0.08,0.54,5,Palanga,Palanga,https://en.aruodas.lt/butai-palangoje-plytu-g-parduodami-naujai-sutvarkyti-vieno-kambario-1-3244725/
196,65000,2600,25.0,2,3,1,2000-01-01,Gas,Fully equipped,0.53,0.17,0.08,0.54,5,Palanga,Palanga,https://en.aruodas.lt/butai-palangoje-plytu-g-parduodami-naujai-sutvarkyti-vieno-kambario-1-3244643/
197,96000,2382,40.31,1,2,2,2022-01-01,Aerothermal,Partial decoration,4.2,4.4,0.41,,0,Palanga,Palanga,https://en.aruodas.lt/butai-palangoje-vaivorykstes-g-2-kambariu-butai-vaivorykstes-g-palangoje-1-3199857/
198,189000,5936,31.84,3,3,2,2022-01-01,Electric,Fully equipped,0.6,0.54,0.34,,2,Palanga,Palanga,https://en.aruodas.lt/butai-palangoje-prieplaukos-g-parduodamas-kokybiskai-bei-moderniai-irengtas-1-3240034/
199,79000,3950,20.0,1,4,1,2018-01-01,Electric,Fully equipped,0.33,0.49,0.11,0.81,3,Palanga,Palanga,https://en.aruodas.lt/butai-palangoje-palangoje-maluno-g-62-000-eur-be-pvm-paskutine-kaina-1-3243743/
200,187000,6032,31.0,1,4,2,1989-01-01,Central thermostat,Fully equipped,0.16,0.37,0.24,0.97,4,Palanga,Palanga,https://en.aruodas.lt/butai-palangoje-gintaro-g-patogaus-isplanavimo-2-kambariu-3470-kv-m-1-3213068/
201,331800,7900,42.0,2,3,2,2019-01-01,Geothermal,Fully equipped,0.65,0.57,0.25,,1,Palanga,Palanga,https://en.aruodas.lt/butai-palangoje-s-daukanto-g-parduodamas-isskirtinis-butas-su-privaciu-1-2991143/
202,188000,3418,55.0,2,2,3,2019-01-01,Gas,Fully equipped,3.0,3.2,1.2,,0,Palanga,Palanga,https://en.aruodas.lt/butai-palangoje-genio-g-3-kambariu-butas-genio-g-palangoje-1-3227504/
203,124000,5391,23.0,1,2,1,2020-01-01,Electric,Fully equipped,3.7,3.9,0.58,,0,Palanga,Palanga,https://en.aruodas.lt/butai-palangoje-vaivorykstes-g-butas-vaivorykstes-namu-komplekse-kunigiskese-1-3243635/
204,250000,3846,65.0,1,2,3,2020-01-01,Aerothermal,Fully equipped,5.1,5.3,1.1,,0,Palanga,Palanga,https://en.aruodas.lt/butai-palangoje-vaivorykstes-g-parduodamas-puikus-3-kamb-butas-1-3270096/
